Feedback,Sentiment
"The computer screens in the lab are covered in smudges and dirt, making it very hard to see the fine details of our coding work.",Negative
I am disappointed by the lack of trash cans on campus; the few that exist are always overflowing with garbage.,Negative
The stairs to the second floor are too narrow and become a dangerous bottleneck when several classes are dismissed at once.,Negative
"Our classroom is too close to the main gate, and the noise from the security check and traffic is a constant distraction.",Negative
"The lab stools are incredibly hard and uncomfortable, which makes my back hurt after sitting through a long practical exam.",Negative
I am very unhappy with the Wi-Fi signal in the dormitories; it’s too weak to even load our university's official student portal.,Negative
"The classroom ceiling has several large leaks, and the water drips right onto the students' desks during heavy rains.",Negative
I find the temperature in our room to be far too humid because the ventilation system is clearly not working as it should.,Negative
"The lab equipment is mostly outdated or broken, and we are forced to work with defective tools during our major assessments.",Negative
"Our room is located on the ground floor next to a swampy area, and the smell of dampness is very strong and unpleasant.",Negative
The Wi-Fi bandwidth is so low that I can't even download the lecture notes provided by our professor on Google Classroom.,Negative
I hate how the desks are so cramped that I have no elbow room to write comfortably without hitting my neighbor.,Negative
"The student parking lot is a mess and has no proper drainage, so it turns into a giant mud pit every time it rains.",Negative
"The projectors are so old that they only have VGA ports, and none of our modern laptops can connect to them anymore.",Negative
I am very unsatisfied with the overall state of the campus gym; it’s poorly ventilated and the equipment is mostly rusted and dangerous.,Negative
The air conditioning in the Nursing lab is so weak that we are all sweating by the time our first clinical simulation is over.,Negative
I am very disappointed that the library Wi-Fi blocks access to several research databases we actually need for our thesis chapters.,Negative
Most of the desks in the Social Science building are wobbly and make a loud banging noise every time someone tries to write.,Negative
The lighting in the basement classrooms is so yellow and dim that it makes me feel sleepy and unfocused during morning lectures.,Negative
The ventilation in the Main Building is terrible; the air feels stagnant and it’s very hard to breathe when the room is full.,Negative
"Our classroom whiteboard is peeling at the edges, and the markers don't even work on the rough surfaces anymore.",Negative
I find the acoustics in the AVR very frustrating because the speakers crackle and pop whenever the volume is turned up during a film.,Negative
"The restrooms in the CBA wing have no working locks on the stalls, which is a total violation of our privacy as students.",Negative
"There are no electrical outlets available in the hallway study areas, so my laptop always dies before I can finish my online quizzes.",Negative
It is extremely annoying when the ceiling fan starts shaking violently and making a screeching sound in the middle of a quiet exam.,Negative
The computer units in the library are so filled with viruses and malware that I’m afraid to plug in my personal USB drive for printing.,Negative
I am very unsatisfied with the cleanliness of the armchairs; they are covered in dust and old chewing gum stuck underneath.,Negative
The projectors in our building have a terrible yellow tint that makes it impossible to see the true colors of the design slides.,Negative
The walls are so thin that I can hear the students in the next room laughing and talking while I’m trying to take a major test.,Negative
It is impossible to sit comfortably in the afternoon because the heat coming from the unshaded windows is just too much to handle.,Negative
I am frustrated by the university Wi-Fi; it keeps redirecting me to a login page every time I switch between different research tabs.,Negative
"The water dispensers are always empty by 10 AM, and it’s very annoying to have to walk to another building just for a drink.",Negative
The stairs in the old wing are crumbling and have many cracks that could easily cause someone to trip and get seriously hurt.,Negative
There is a constant buzzing sound from the electrical panel in the back of the room that gives me a migraine every single class.,Negative
Our lab space is so crowded that we are constantly bumping into each other while handling sensitive chemical reagents and glassware.,Negative
"I hate that there are no trash bins near the student benches, so the whole area is always littered with empty food wrappers and bottles.",Negative
The lack of a proper PA system in the auditorium means that the people in the back can't hear any of the important speaker announcements.,Negative
I am disappointed with the maintenance of the IT building; the floor tiles are coming loose and represent a serious safety hazard.,Negative
"The elevators are perpetually broken, and it’s exhausting to climb five floors in this heat just to attend a one-hour class session.",Negative
There is a major mosquito problem in the night classes because the classroom windows must remain open for basic ventilation.,Negative
"The Wi-Fi signal in the Engineering lab is non-existent, making it impossible for us to use our cloud-based CAD software during lab hours.",Negative
I hate how the wooden armchairs are so small that I can barely fit my laptop and a notebook on the surface at the same time.,Negative
The ceiling fans are so covered in thick black dust that I’m worried about the air quality inside our classroom whenever they are on.,Negative
The audio quality in the multimedia center is so distorted that we can't hear the dialogue in the educational films we have to watch.,Negative
I am very unsatisfied with the cleanliness of the hallway floors; they are often sticky and haven't been properly mopped in days.,Negative
"The electrical outlets in the computer room are mostly dead, and we have to share one working socket among four different students.",Negative
"There is way too much noise from the ongoing construction project outside, and the dust is coming through the open windows into our room.",Negative
"The restrooms are always being cleaned during the busiest ten-minute break, which is incredibly poor timing by the maintenance staff.",Negative
"The markers provided by the department are always dry, and the professor has to use their own personal funds to buy new ones.",Negative
"I find the lighting in the library way too harsh and bright, which causes a lot of glare on my laptop screen while I’m trying to study.",Negative
"The computer screens in the lab are covered in smudges and dirt, making it very hard to see the fine details of our coding and design work.",Negative
I am disappointed by the lack of trash cans on campus; the few that exist are always overflowing with garbage and attract flies.,Negative
The stairs to the second floor are too narrow and become a dangerous bottleneck when several classes are dismissed at the same time.,Negative
"Our classroom is too close to the main gate, and the noise from the security check and traffic is a constant distraction during lectures.",Negative
"The lab stools are incredibly hard and uncomfortable, which makes my back hurt after sitting through a long three-hour practical exam.",Negative
I am very unhappy with the Wi-Fi signal in the dormitories; it’s too weak to even load our university's official student portal at night.,Negative
"The classroom ceiling has several large leaks, and the water drips right onto the students' desks and electronics during heavy rains.",Negative
I find the temperature in our room to be far too humid because the ventilation system is clearly not working as it should be.,Negative
"The lab equipment is mostly outdated or broken, and we are forced to work with defective tools during our major practical assessments.",Negative
"Our room is located on the ground floor next to a swampy area, and the smell of dampness is very strong and unpleasant every morning.",Negative
The Wi-Fi bandwidth is so low that I can't even download the lecture notes provided by our professor on the university's Google Classroom.,Negative
I hate how the desks are so cramped that I have no elbow room to write comfortably without hitting my neighbor's laptop.,Negative
"The student parking lot is a mess and has no proper drainage, so it turns into a giant mud pit every time it rains even a little bit.",Negative
"The projectors are so old that they only have VGA ports, and none of our modern laptops can connect to them without expensive adapters.",Negative
I am very unsatisfied with the overall state of the campus gym; it’s poorly ventilated and the equipment is mostly rusted and feels dangerous.,Negative
The library's quiet zone is actually very noisy because the window seals are broken and we can hear everything from the parking lot.,Negative
I am very disappointed with the state of the laboratory; the floor is always sticky with spilled chemicals that never get cleaned up.,Negative
Most of the chairs in the social science hall have missing screws and feel like they might collapse at any moment.,Negative
It’s frustrating that the lighting in our room is so flickery; it’s making it very difficult for me to focus on my final exam.,Negative
"The ventilation in the Annex building is practically non-existent, and the humidity in the room is making everyone feel lightheaded.",Negative
Our classroom whiteboard has so many permanent marker stains on it that it’s impossible to see what the professor is trying to draw.,Negative
I find the acoustics in the AVR terrible; there is a constant high-pitched feedback sound from the speakers during every lecture.,Negative
The restrooms in the engineering wing are always flooded and have a very foul smell that reaches all the way to our classroom.,Negative
"There are zero available electrical outlets in the study lounge, so students have to sit on the floor in the hallway just to charge their phones.",Negative
It is extremely annoying when the classroom door keeps banging shut because the door closer is broken and it startles everyone.,Negative
The computer monitors in the library are so old and dim that it’s actually painful to look at them for more than thirty minutes.,Negative
I am very unsatisfied with the cleanliness of the student center; the tables are usually covered in old food and look very unhygienic.,Negative
"The projectors frequently overheat and turn off in the middle of our class, causing us to lose precious discussion time every day.",Negative
The soundproofing in this building is non-existent; I can hear the lecture from the floor above us more clearly than the one in my room.,Negative
It is extremely hot in the afternoons because our building has no curtains and the sun hits our faces directly during the entire class.,Negative
I am frustrated that the campus Wi-Fi requires us to log in every single time our phone screen turns off for a second.,Negative
"The water fountains are almost always out of order, and the one that does work has such low pressure you can barely use it.",Negative
"The stairs in the main building are very steep and have no non-slip strips, making them a serious danger when it’s raining.",Negative
There is a constant clicking noise from the old ceiling fan in our room that is so loud it drowns out the professor's voice.,Negative
"Our lab benches are way too small for our experimental setups, and it’s dangerous to work when everything is so crowded.",Negative
"I hate that there are no trash bins inside the lecture halls, as it leads to people leaving their plastic bottles and papers under the seats.",Negative
The lack of working microphones in the auditorium means we have to shout from the audience just to ask a simple question.,Negative
I am disappointed by the overall maintenance of the CBA building; the walls have peeling paint and there are several broken floor tiles.,Negative
"The elevators are almost always ""under repair,"" which is a huge problem for students who have classes on the top floor of the Annex.",Negative
There is a major mosquito problem in our classroom because the windows can't be closed and there are no protective screens.,Negative
The Wi-Fi signal in the student center is so weak that it’s practically useless for anything other than basic text messaging.,Negative
I hate how the wooden desks are so rough and splintered that they sometimes snag my sweater and damage my clothes.,Negative
"The wall-mounted fans are extremely dusty and look like they haven't been cleaned in years, blowing dirt all over our notebooks.",Negative
The audio system in the seminar room is so distorted that it makes every video presentation sound like it’s being played underwater.,Negative
I am very unsatisfied with the cleanliness of the library; the chairs are often sticky and the bookshelves are covered in thick dust.,Negative
"The electrical outlets in the student lounge are mostly broken, and the few that work are always occupied by the same students.",Negative
"There is too much noise coming from the nearby construction site, and it’s making it almost impossible to concentrate during my major class.",Negative
The restrooms are often closed during the day for cleaning right when we have our only break between three-hour lectures.,Negative
"The whiteboard markers are always running out of ink, and our professors often have to spend their own money to buy new ones.",Negative
"I find the lighting in our building to be very poor and dim, which makes the whole atmosphere feel very depressing.",Negative
The computer screens in the lab have so many smudges and fingerprints that it’s actually difficult to see the text I’m typing.,Negative
I am disappointed by the lack of proper waste management on campus; the trash bins are always overflowing and smell terrible.,Negative
The stairs leading to our third-floor classroom are very narrow and get extremely crowded and dangerous during the afternoon rush.,Negative
"Our classroom is located right next to the cafeteria, and the constant noise of students is a major distraction during our quizzes.",Negative
"The lab stools are very uncomfortable and provide zero back support, which makes my back ache after every long practical session.",Negative
I am very unhappy with the Wi-Fi signal in the dormitories; I can't even open my university portal to check my grades at night.,Negative
"The classroom ceiling has several large brown water stains, and I’m afraid it might leak on our laptops if it rains today.",Negative
I find the overall temperature in our classroom to be far too humid because the ceiling fans are just too slow and old.,Negative
"The lab equipment provided is mostly defective, and we often have to share one working microscope between ten people.",Negative
Our room is located in a basement level that has a very strong smell of mold and dampness that is very unpleasant.,Negative
The Wi-Fi bandwidth on campus is so limited that I can't even download a simple PDF file for my research study.,Negative
I hate how the classroom desks are so small that I have to balance my notebook on my lap just to write down notes.,Negative
The campus parking lot for students is very disorganized and doesn't have enough security to prevent frequent helmet thefts.,Negative
"The projectors in our building are so outdated that they only have VGA ports, and none of our modern laptops can connect easily.",Negative
I am very unsatisfied with the overall state of the university gym; the equipment is rusted and the air is very stuffy and hot.,Negative
